# Time,Rho,NinA,NinB,NoutB,Nrec
4.319999999999999951e-01,5.895135782608175207e-23,6.031169082309785523e+01,1.310133526671745929e-01,5.270018855600487172e-04,4.304327376033180116e-05
4.349999999999999978e-01,5.895135782608175207e-23,6.072711640095988628e+01,1.328243629160464068e-01,5.379549145870132125e-04,4.423037097053602999e-05
4.380000000000000004e-01,5.895135782608175207e-23,6.114249526164988424e+01,1.346476851964635846e-01,5.490582993275265784e-04,4.544060056423768917e-05
4.410000000000000031e-01,5.895135782608175207e-23,6.155782741042148132e+01,1.364833170918295924e-01,5.603130548632116303e-04,4.667422358435578970e-05
4.440000000000000058e-01,5.895135782608175207e-23,6.197311285252771285e+01,1.383312561859046108e-01,5.717201960764417123e-04,4.793150177425705837e-05
4.470000000000000084e-01,5.895135782608175207e-23,6.238835159322103152e+01,1.401915000628057573e-01,5.832807376503707300e-04,4.921269756602123137e-05
4.500000000000000111e-01,5.895135782608175207e-23,6.280354363775332871e+01,1.420640463070068915e-01,5.949956940689624238e-04,5.051807408826425739e-05
4.530000000000000138e-01,5.895135782608175207e-23,6.321868899137584208e+01,1.439488925033385880e-01,6.068660796170188831e-04,5.184789514727890578e-05
4.560000000000000164e-01,5.895135782608175207e-23,6.363378765933926928e+01,1.458460362369880803e-01,6.188929083802115552e-04,5.320242521599867258e-05
4.590000000000000191e-01,5.895135782608175207e-23,6.404883964689369691e+01,1.477554750934992611e-01,6.310771942451092169e-04,5.458192944936455067e-05
4.620000000000000218e-01,5.895135782608175207e-23,6.446384495928863601e+01,1.496772066587725436e-01,6.434199508992082244e-04,5.598667365247383975e-05
4.650000000000000244e-01,5.895135782608175207e-23,6.487880360177295813e+01,1.516112285190649167e-01,6.559221918309617863e-04,5.741692429343239409e-05
4.680000000000000271e-01,5.895135782608175207e-23,6.529371557959503036e+01,1.535575382609898620e-01,6.685849303298085867e-04,5.887294848728924680e-05
4.710000000000000298e-01,5.895135782608175207e-23,6.570858089800258028e+01,1.555161334715172705e-01,6.814091794862035768e-04,6.035501399463974405e-05
4.740000000000000324e-01,5.895135782608175207e-23,6.612339956224269599e+01,1.574870117379734424e-01,6.943959521916461637e-04,6.186338921156712370e-05
4.770000000000000351e-01,5.895135782608175207e-23,6.653817157756198242e+01,1.594701706480409487e-01,7.075462611387103515e-04,6.339834317159838894e-05
4.799999999999999822e-01,5.895135782608175207e-23,6.695289694920636236e+01,1.614656077897588526e-01,7.208611188210732558e-04,6.496014553117566710e-05
4.829999999999999849e-01,5.895135782608175207e-23,6.736757568242124705e+01,1.634733207515222941e-01,7.343415375335456781e-04,6.654906656714155858e-05
4.859999999999999876e-01,5.895135782608175207e-23,6.778220778245137979e+01,1.654933071220825447e-01,7.479885293721004035e-04,6.816537717492320665e-05
4.889999999999999902e-01,5.895135782608175207e-23,6.819679325454094965e+01,1.675255644905473129e-01,7.618031062339021249e-04,6.980934885637835041e-05
4.919999999999999929e-01,5.895135782608175207e-23,6.861133210393356308e+01,1.695700904463801340e-01,7.757862798173367162e-04,7.148125371993520045e-05
4.949999999999999956e-01,5.895135782608175207e-23,6.902582433587224386e+01,1.716268825794007302e-01,7.899390616220406140e-04,7.318136447248980297e-05
4.979999999999999982e-01,5.895135782608175207e-23,6.944026995559940474e+01,1.736959384797848449e-01,8.042624629489298748e-04,7.490995441772975482e-05
5.010000000000000009e-01,5.895135782608175207e-23,6.985466896835687578e+01,1.757772557380641587e-01,8.187574949002298817e-04,7.666729744691402621e-05
5.040000000000000036e-01,5.895135782608175207e-23,7.026902137938589021e+01,1.778708319451262898e-01,8.334251683795048347e-04,7.845366803007201742e-05
5.070000000000000062e-01,5.895135782608175207e-23,7.068332719392711283e+01,1.799766646922147106e-01,8.482664940916866993e-04,8.026934122326783523e-05
5.100000000000000089e-01,5.895135782608175207e-23,7.109758641722058314e+01,1.820947515709286924e-01,8.632824825431043708e-04,8.211459264876321505e-05
5.130000000000000115e-01,5.895135782608175207e-23,7.151179905450580065e+01,1.842250901732234158e-01,8.784741440415138160e-04,8.398969850144349231e-05
5.160000000000000142e-01,5.895135782608175207e-23,7.192596511102165380e+01,1.863676780914096387e-01,8.938424886961266955e-04,8.589493554392829786e-05
5.190000000000000169e-01,5.895135782608175207e-23,7.234008459200640573e+01,1.885225129181538617e-01,9.093885264176399625e-04,8.783058109022677659e-05
5.220000000000000195e-01,5.895135782608175207e-23,7.275415750269780801e+01,1.906895922464781901e-01,9.251132669182651367e-04,8.979691301146522418e-05
5.250000000000000222e-01,5.895135782608175207e-23,7.316818384833291589e+01,1.928689136697604445e-01,9.410177197117577941e-04,9.179420972904190896e-05
5.280000000000000249e-01,5.895135782608175207e-23,7.358216363414831562e+01,1.950604747817338280e-01,9.571028941134465153e-04,9.382275020834058307e-05
5.310000000000000275e-01,5.895135782608175207e-23,7.399609686537992559e+01,1.972642731764871482e-01,9.733697992402627012e-04,9.588281395649538616e-05
5.340000000000000302e-01,5.895135782608175207e-23,7.440998354726309572e+01,1.994803064484646227e-01,9.898194440107691960e-04,9.797468101428823660e-05
5.370000000000000329e-01,5.895135782608175207e-23,7.482382368503259329e+01,2.017085721924658515e-01,1.006452837145190319e-03,1.000986319511197462e-04
5.400000000000000355e-01,5.895135782608175207e-23,7.523761728392257453e+01,2.039490680036458448e-01,1.023270987165441140e-03,1.022549478738103126e-04
5.430000000000000382e-01,5.895135782608175207e-23,7.565136434916664143e+01,2.062017914775148564e-01,1.040274902395155665e-03,1.044439103950280844e-04
5.460000000000000409e-01,5.895135782608175207e-23,7.606506488599778493e+01,2.084667402099384947e-01,1.057465590959717630e-03,1.066658016592729908e-04
5.490000000000000435e-01,5.895135782608175207e-23,7.647871889964838488e+01,2.107439117971375009e-01,1.074844060786289126e-03,1.089209043256938585e-04
5.520000000000000462e-01,5.895135782608175207e-23,7.689232639535030955e+01,2.130333038356877484e-01,1.092411319603839434e-03,1.112095015469938627e-04
5.550000000000000488e-01,5.895135782608175207e-23,7.730588737833475932e+01,2.153349139225203823e-01,1.110168374943175168e-03,1.135318770005833415e-04
5.580000000000000515e-01,5.895135782608175207e-23,7.771940185383239452e+01,2.176487396549214859e-01,1.128116234136969332e-03,1.158883148498833195e-04
5.610000000000000542e-01,5.895135782608175207e-23,7.813286982707325024e+01,2.199747786305321917e-01,1.146255904319789512e-03,1.182790997672360413e-04
5.640000000000000568e-01,5.895135782608175207e-23,7.854629130328679310e+01,2.223130284473486540e-01,1.164588392428128876e-03,1.207045169118326210e-04
5.670000000000000595e-01,5.895135782608175207e-23,7.895966628770192131e+01,2.246634867037219929e-01,1.183114705200434590e-03,1.231648519330658022e-04
5.700000000000000622e-01,5.895135782608175207e-23,7.937299478554689358e+01,2.270261509983581005e-01,1.201835849177136650e-03,1.256603909660596432e-04
5.730000000000000648e-01,5.895135782608175207e-23,7.978627680204945705e+01,2.294010189303178349e-01,1.220752830700678028e-03,1.281914206271991341e-04
